V_sipm	I_sipm	R_rtd
0.01	-1.15616e-09	1093.89
0.02	-9.33206e-10	1093.921
0.03	-8.23486e-10	1093.922
0.04	-8.91268e-10	1093.934
0.05	-8.32665e-10	1093.928
0.06	-7.96485e-10	1093.923
0.07	-7.01511e-10	1093.919
0.08	-5.77104e-10	1093.93
0.09	-9.58085e-11	1093.916
0.1	-5.39148e-10	1093.914
0.11	-1.43826e-10	1093.917
0.12	8.01921e-11	1093.919
0.13	3.48556e-10	1093.916
0.14	6.25575e-10	1093.905
0.15	1.29353e-09	1093.944
0.16	1.87982e-09	1093.913
0.17	2.48086e-09	1093.913
0.18	3.84111e-09	1093.937
0.19	5.23044e-09	1093.914
0.2	7.41863e-09	1093.931
0.21	9.20093e-09	1093.937
0.22	1.25479e-08	1093.906
0.23	1.6641e-08	1093.942
0.24	2.1421e-08	1093.929
0.25	2.88541e-08	1093.92
0.26	3.80866e-08	1093.924
0.27	5.02063e-08	1093.933
0.28	6.63314e-08	1093.914
0.29	8.74181e-08	1093.92
0.3	1.16377e-07	1093.934
0.31	1.55389e-07	1093.915
0.32	2.08696e-07	1093.921
0.33	2.81622e-07	1093.931
0.34	3.82764e-07	1093.913
0.35	5.22885e-07	1093.931
0.36	7.19013e-07	1093.91
0.37	9.93521e-07	1093.911
0.38	1.38229e-06	1093.923
0.39	1.93194e-06	1093.919
0.4	2.71713e-06	1093.93
0.41	3.83403e-06	1093.896
0.42	5.43303e-06	1093.915
0.43	7.73502e-06	1093.949
0.44	1.10171e-05	1093.926
0.45	1.57696e-05	1093.922
0.46	2.25536e-05	1093.917
0.47	3.22933e-05	1093.918
0.48	4.60716e-05	1093.916
0.49	6.55684e-05	1093.896
0.5	9.26347e-05	1093.913
0.51	0.000129727	1093.912
0.52	0.000179772	1093.93
0.53	0.000245293	1093.909
0.54	0.000329392	1093.922
0.55	0.000433472	1093.915
0.56	0.000559577	1093.921
0.57	0.000706973	1093.912
0.58	0.000876172	1093.922
0.59	0.0010651	1093.91
0.6	0.00127322	1093.934
0.61	0.00149733	1093.912
0.62	0.00173618	1093.915
0.63	0.00198931	1093.924
0.64	0.00225349	1093.918
0.65	0.00252931	1093.932
0.66	0.0028132	1093.903
0.67	0.00310666	1093.91
0.68	0.00340636	1093.923
0.69	0.00371374	1093.931
0.7	0.00402581	1093.938
0.71	0.00434335	1093.898
0.72	0.0046667	1093.91
0.73	0.00499342	1093.913
0.74	0.00532497	1093.926
0.75	0.00565932	1093.914
0.76	0.00599806	1093.922
0.77	0.00633872	1093.932
0.78	0.00668361	1093.916
0.79	0.00702968	1093.925
0.8	0.00737942	1093.907
0.81	0.00773019	1093.927
0.82	0.00808317	1093.911
0.83	0.00843934	1093.906
0.84	0.00879609	1093.91
0.85	0.0091558	1093.899
0.86	0.00951576	1093.896
0.87	0.00987869	1093.933
0.88	0.0102412	1093.892
0.89	0.010607	1093.913
0.9	0.0109724	1093.897
0.91	0.0113393	1093.917
0.92	0.0117083	1093.897
0.93	0.0120775	1093.903
0.94	0.0124487	1093.898
0.95	0.0128195	1093.899
0.96	0.0131923	1093.908
0.97	0.0135649	1093.895
0.98	0.0139395	1093.921
0.99	0.0143131	1093.914
1.0	0.0146844	1093.917
