V_sipm	I_sipm	R_rtd
0.01	-9.10592e-10	1034.835
0.02	-9.91225e-10	1034.843
0.03	-1.05834e-09	1034.813
0.04	-8.93176e-10	1034.824
0.05	-9.90069e-10	1034.824
0.06	-9.5818e-10	1034.839
0.07	-9.84311e-10	1034.827
0.08	-8.16143e-10	1034.841
0.09	-8.31437e-10	1034.85
0.1	-9.88162e-10	1034.823
0.11	-4.61876e-10	1034.817
0.12	-6.5105e-10	1034.819
0.13	-5.7354e-10	1034.82
0.14	-6.87909e-10	1034.843
0.15	-5.06699e-10	1034.845
0.16	-1.81985e-10	1034.834
0.17	1.65939e-11	1034.834
0.18	2.42746e-10	1034.841
0.19	6.405e-10	1034.83
0.2	1.26044e-09	1034.841
0.21	1.94674e-09	1034.837
0.22	3.0805e-09	1034.84
0.23	3.85127e-09	1034.846
0.24	5.40868e-09	1034.833
0.25	7.32608e-09	1034.839
0.26	9.68384e-09	1034.84
0.27	1.30851e-08	1034.849
0.28	1.7513e-08	1034.839
0.29	2.30039e-08	1034.846
0.3	2.97218e-08	1034.852
0.31	4.05947e-08	1034.849
0.32	5.41468e-08	1034.834
0.33	7.23878e-08	1034.835
0.34	9.62564e-08	1034.858
0.35	1.29701e-07	1034.848
0.36	1.75721e-07	1034.856
0.37	2.3899e-07	1034.861
0.38	3.27924e-07	1034.856
0.39	4.52396e-07	1034.868
0.4	6.29576e-07	1034.859
0.41	8.8083e-07	1034.855
0.42	1.24074e-06	1034.84
0.43	1.76109e-06	1034.851
0.44	2.51241e-06	1034.845
0.45	3.60872e-06	1034.849
0.46	5.20246e-06	1034.842
0.47	7.54161e-06	1034.85
0.48	1.0942e-05	1034.834
0.49	1.59627e-05	1034.853
0.5	2.32763e-05	1034.847
0.51	3.39142e-05	1034.836
0.52	4.93366e-05	1034.848
0.53	7.13412e-05	1034.839
0.54	0.000102509	1034.847
0.55	0.000145479	1034.82
0.56	0.000203741	1034.847
0.57	0.000279937	1034.848
0.58	0.000377143	1034.84
0.59	0.000496409	1034.828
0.6	0.000639112	1034.827
0.61	0.000803746	1034.841
0.62	0.00098965	1034.849
0.63	0.00119603	1034.849
0.64	0.00141888	1034.827
0.65	0.00165835	1034.846
0.66	0.00191082	1034.839
0.67	0.00217623	1034.841
0.68	0.00245137	1034.853
0.69	0.00273692	1034.846
0.7	0.00302958	1034.849
0.71	0.00332973	1034.84
0.72	0.00363741	1034.852
0.73	0.00394965	1034.852
0.74	0.00426831	1034.841
0.75	0.00459057	1034.836
0.76	0.00491833	1034.843
0.77	0.0052488	1034.84
0.78	0.00558376	1034.841
0.79	0.00592096	1034.856
0.8	0.00626236	1034.865
0.81	0.00660484	1034.823
0.82	0.0069503	1034.836
0.83	0.00729914	1034.848
0.84	0.00764889	1034.844
0.85	0.0080018	1034.856
0.86	0.00835547	1034.851
0.87	0.00871191	1034.858
0.88	0.00906868	1034.862
0.89	0.00942834	1034.862
0.9	0.00978813	1034.868
0.91	0.010149	1034.87
0.92	0.0105123	1034.87
0.93	0.0108761	1034.871
0.94	0.0112419	1034.879
0.95	0.0116075	1034.899
0.96	0.0119753	1034.898
0.97	0.0123428	1034.889
0.98	0.0127123	1034.903
0.99	0.0130809	1034.885
1.0	0.0134474	1034.896
