V_sipm	I_sipm	R_rtd
0.01	-9.73511e-10	1085.401
0.02	-1.41741e-09	1085.42
0.03	-1.93669e-09	1085.411
0.04	-1.10654e-09	1085.412
0.05	-8.16154e-10	1085.416
0.06	-9.26566e-10	1085.417
0.07	4.62294e-11	1085.425
0.08	-1.4722e-09	1085.415
0.09	-1.12063e-09	1085.408
0.1	-4.89426e-10	1085.411
0.11	-3.65758e-10	1085.385
0.12	-1.02091e-10	1085.402
0.13	-1.86813e-10	1085.404
0.14	-1.41037e-10	1085.393
0.15	4.87542e-10	1085.406
0.16	1.51846e-09	1085.408
0.17	2.02506e-09	1085.413
0.18	3.90186e-09	1085.389
0.19	3.53068e-09	1085.402
0.2	5.88352e-09	1085.408
0.21	8.27704e-09	1085.389
0.22	1.09063e-08	1085.419
0.23	1.42642e-08	1085.413
0.24	1.82013e-08	1085.398
0.25	2.47163e-08	1085.415
0.26	3.2563e-08	1085.41
0.27	4.2922e-08	1085.427
0.28	5.66128e-08	1085.409
0.29	7.47618e-08	1085.384
0.3	9.88977e-08	1085.414
0.31	1.32105e-07	1085.413
0.32	1.76905e-07	1085.394
0.33	2.37958e-07	1085.383
0.34	3.22341e-07	1085.406
0.35	4.38715e-07	1085.401
0.36	6.01471e-07	1085.384
0.37	8.28548e-07	1085.403
0.38	1.15e-06	1085.396
0.39	1.60284e-06	1085.399
0.4	2.24959e-06	1085.401
0.41	3.16865e-06	1085.395
0.42	4.48546e-06	1085.404
0.43	6.38177e-06	1085.395
0.44	9.1001e-06	1085.372
0.45	1.30112e-05	1085.393
0.46	1.86373e-05	1085.395
0.47	2.6738e-05	1085.406
0.48	3.8269e-05	1085.393
0.49	5.4695e-05	1085.386
0.5	7.76766e-05	1085.389
0.51	0.000109502	1085.403
0.52	0.000153001	1085.412
0.53	0.000210699	1085.409
0.54	0.000285835	1085.394
0.55	0.000380308	1085.405
0.56	0.000496435	1085.401
0.57	0.000633953	1085.382
0.58	0.000793873	1085.405
0.59	0.000973901	1085.38
0.6	0.00117418	1085.382
0.61	0.00139111	1085.398
0.62	0.00162388	1085.394
0.63	0.00187165	1085.386
0.64	0.00213106	1085.374
0.65	0.0024026	1085.381
0.66	0.00268292	1085.37
0.67	0.00297293	1085.37
0.68	0.00326959	1085.384
0.69	0.00357447	1085.379
0.7	0.00388404	1085.397
0.71	0.00419937	1085.372
0.72	0.0045207	1085.387
0.73	0.00484544	1085.368
0.74	0.00517543	1085.376
0.75	0.00550805	1085.377
0.76	0.00584558	1085.373
0.77	0.00618478	1085.385
0.78	0.00652827	1085.376
0.79	0.00687298	1085.375
0.8	0.00722151	1085.391
0.81	0.0075709	1085.361
0.82	0.00792278	1085.378
0.83	0.00827792	1085.376
0.84	0.00863361	1085.379
0.85	0.00899228	1085.375
0.86	0.00935147	1085.37
0.87	0.00971339	1085.376
0.88	0.0100749	1085.381
0.89	0.0104395	1085.375
0.9	0.0108041	1085.373
0.91	0.0111702	1085.378
0.92	0.0115382	1085.374
0.93	0.0119062	1085.378
0.94	0.0122768	1085.363
0.95	0.0126466	1085.371
0.96	0.0130188	1085.373
0.97	0.0133903	1085.346
0.98	0.0137641	1085.361
0.99	0.0141368	1085.356
1.0	0.0145068	1085.299
