V_sipm	I_sipm	R_rtd
0.01	-1.20188e-09	1044.126
0.02	-1.25066e-09	1044.149
0.03	-1.03525e-09	1044.123
0.04	-9.62615e-10	1044.124
0.05	-1.13474e-09	1044.123
0.06	-1.03697e-09	1044.12
0.07	-1.10474e-09	1044.136
0.08	-4.53329e-10	1044.118
0.09	-9.202e-10	1044.142
0.1	-1.1638e-09	1044.139
0.11	-1.07608e-09	1044.132
0.12	-6.50704e-10	1044.135
0.13	-6.86073e-10	1044.123
0.14	-7.78329e-10	1044.119
0.15	-5.24938e-10	1044.128
0.16	-3.86357e-11	1044.115
0.17	3.08168e-10	1044.113
0.18	5.74136e-10	1044.12
0.19	1.53649e-09	1044.112
0.2	1.90455e-09	1044.117
0.21	2.73515e-09	1044.114
0.22	3.62213e-09	1044.094
0.23	5.44604e-09	1044.104
0.24	7.34662e-09	1044.104
0.25	9.46826e-09	1044.123
0.26	1.18806e-08	1044.113
0.27	1.74646e-08	1044.091
0.28	2.31419e-08	1044.109
0.29	3.05706e-08	1044.114
0.3	4.05864e-08	1044.085
0.31	5.38349e-08	1044.112
0.32	7.17141e-08	1044.122
0.33	9.51012e-08	1044.099
0.34	1.27736e-07	1044.113
0.35	1.7214e-07	1044.097
0.36	2.33575e-07	1044.1
0.37	3.1854e-07	1044.103
0.38	4.37844e-07	1044.091
0.39	6.05281e-07	1044.114
0.4	8.43408e-07	1044.089
0.41	1.18125e-06	1044.104
0.42	1.66525e-06	1044.088
0.43	2.36437e-06	1044.091
0.44	3.37191e-06	1044.096
0.45	4.83929e-06	1044.073
0.46	6.96531e-06	1044.088
0.47	1.00642e-05	1044.069
0.48	1.45846e-05	1044.088
0.49	2.11903e-05	1044.082
0.5	3.07377e-05	1044.093
0.51	4.45078e-05	1044.075
0.52	6.42677e-05	1044.086
0.53	9.20759e-05	1044.08
0.54	0.000130826	1044.086
0.55	0.000183228	1044.081
0.56	0.000252783	1044.071
0.57	0.000341642	1044.07
0.58	0.000452584	1044.066
0.59	0.000585665	1044.083
0.6	0.000741896	1044.072
0.61	0.000919087	1044.085
0.62	0.00111655	1044.076
0.63	0.00133293	1044.08
0.64	0.00156473	1044.077
0.65	0.00181202	1044.07
0.66	0.00207106	1044.081
0.67	0.00234234	1044.071
0.68	0.00262275	1044.062
0.69	0.00291267	1044.082
0.7	0.00320922	1044.064
0.71	0.00351288	1044.063
0.72	0.00382339	1044.062
0.73	0.00413849	1044.071
0.74	0.0044595	1044.067
0.75	0.00478408	1044.046
0.76	0.00511376	1044.055
0.77	0.00544627	1044.075
0.78	0.00578305	1044.065
0.79	0.00612186	1044.066
0.8	0.00646443	1044.056
0.81	0.00680848	1044.05
0.82	0.00715489	1044.047
0.83	0.00750497	1044.046
0.84	0.00785584	1044.043
0.85	0.00820973	1044.045
0.86	0.00856429	1044.037
0.87	0.00892173	1044.038
0.88	0.00927944	1044.047
0.89	0.00964007	1044.032
0.9	0.0100001	1044.032
0.91	0.010362	1044.042
0.92	0.0107263	1044.032
0.93	0.0110906	1044.017
0.94	0.0114573	1044.043
0.95	0.0118235	1044.039
0.96	0.0121919	1044.031
0.97	0.0125599	1044.027
0.98	0.0129301	1044.022
0.99	0.0132993	1044.035
1.0	0.0136661	1044.017
