V_sipm	I_sipm	R_rtd
0.01	-8.56042e-10	1043.637
0.02	-1.11471e-09	1043.653
0.03	-1.13004e-09	1043.635
0.04	-1.22616e-09	1043.638
0.05	-9.78136e-10	1043.653
0.06	-7.94101e-10	1043.641
0.07	-1.0608e-09	1043.649
0.08	-1.06664e-09	1043.654
0.09	-8.52323e-10	1043.642
0.1	-8.5932e-10	1043.642
0.11	-9.52673e-10	1043.636
0.12	-8.54361e-10	1043.652
0.13	-6.14607e-10	1043.625
0.14	-4.24564e-10	1043.641
0.15	-4.73487e-10	1043.617
0.16	-1.91355e-10	1043.633
0.17	6.53183e-10	1043.646
0.18	6.33693e-10	1043.621
0.19	9.06098e-10	1043.627
0.2	1.63099e-09	1043.632
0.21	2.71425e-09	1043.616
0.22	3.80958e-09	1043.625
0.23	4.86834e-09	1043.629
0.24	7.04699e-09	1043.634
0.25	9.88115e-09	1043.622
0.26	1.30182e-08	1043.609
0.27	1.67519e-08	1043.644
0.28	2.29006e-08	1043.625
0.29	3.01537e-08	1043.629
0.3	3.99186e-08	1043.614
0.31	5.3022e-08	1043.613
0.32	7.06517e-08	1043.618
0.33	9.37266e-08	1043.611
0.34	1.25872e-07	1043.614
0.35	1.69606e-07	1043.641
0.36	2.30137e-07	1043.607
0.37	3.13782e-07	1043.612
0.38	4.31321e-07	1043.599
0.39	5.96148e-07	1043.597
0.4	8.30432e-07	1043.606
0.41	1.16313e-06	1043.595
0.42	1.63962e-06	1043.599
0.43	2.32802e-06	1043.597
0.44	3.32006e-06	1043.605
0.45	4.76495e-06	1043.6
0.46	6.85964e-06	1043.59
0.47	9.92458e-06	1043.612
0.48	1.43633e-05	1043.601
0.49	2.0874e-05	1043.608
0.5	3.02905e-05	1043.594
0.51	4.38872e-05	1043.575
0.52	6.33924e-05	1043.579
0.53	9.08541e-05	1043.578
0.54	0.000129161	1043.589
0.55	0.000181052	1043.573
0.56	0.000249976	1043.588
0.57	0.00033817	1043.575
0.58	0.000448329	1043.574
0.59	0.000580665	1043.575
0.6	0.00073616	1043.553
0.61	0.000912665	1043.573
0.62	0.00110955	1043.565
0.63	0.00132532	1043.578
0.64	0.0015567	1043.551
0.65	0.00180351	1043.56
0.66	0.00206224	1043.549
0.67	0.00233325	1043.544
0.68	0.0026132	1043.564
0.69	0.00290285	1043.545
0.7	0.0031992	1043.545
0.71	0.00350274	1043.562
0.72	0.0038132	1043.537
0.73	0.00412817	1043.537
0.74	0.00444912	1043.559
0.75	0.00477357	1043.536
0.76	0.00510311	1043.534
0.77	0.00543528	1043.515
0.78	0.00577203	1043.547
0.79	0.00611074	1043.532
0.8	0.00645353	1043.525
0.81	0.00679747	1043.522
0.82	0.00714403	1043.511
0.83	0.00749399	1043.514
0.84	0.00784479	1043.512
0.85	0.00819875	1043.51
0.86	0.00855321	1043.52
0.87	0.00891063	1043.517
0.88	0.00926828	1043.502
0.89	0.00962871	1043.505
0.9	0.00998944	1043.504
0.91	0.0103507	1043.518
0.92	0.0107151	1043.502
0.93	0.0110795	1043.497
0.94	0.0114464	1043.5
0.95	0.0118125	1043.492
0.96	0.0121808	1043.505
0.97	0.012549	1043.495
0.98	0.0129192	1043.504
0.99	0.0132881	1043.487
1.0	0.0136552	1043.493
