V_sipm	I_sipm	R_rtd
0.01	-9.74476e-10	1043.829
0.02	-1.05368e-09	1043.844
0.03	-1.35506e-09	1043.833
0.04	-1.25062e-09	1043.838
0.05	-4.9088e-10	1043.844
0.06	-1.00337e-09	1043.835
0.07	-1.21247e-09	1043.854
0.08	-1.14745e-09	1043.831
0.09	-8.66616e-10	1043.827
0.1	-9.20033e-10	1043.839
0.11	-1.06866e-09	1043.837
0.12	-9.3267e-10	1043.833
0.13	-5.61893e-10	1043.812
0.14	-4.43828e-10	1043.842
0.15	-3.20566e-10	1043.845
0.16	3.1085e-10	1043.844
0.17	1.39999e-10	1043.854
0.18	6.59311e-10	1043.852
0.19	1.1109e-09	1043.85
0.2	1.75062e-09	1043.849
0.21	2.67812e-09	1043.845
0.22	3.83441e-09	1043.841
0.23	5.2155e-09	1043.857
0.24	7.22822e-09	1043.831
0.25	9.25322e-09	1043.852
0.26	1.17118e-08	1043.852
0.27	1.74975e-08	1043.864
0.28	2.28044e-08	1043.842
0.29	2.99183e-08	1043.861
0.3	3.99295e-08	1043.849
0.31	5.30741e-08	1043.858
0.32	7.0776e-08	1043.868
0.33	9.38388e-08	1043.868
0.34	1.26087e-07	1043.868
0.35	1.69946e-07	1043.868
0.36	2.30616e-07	1043.876
0.37	3.1459e-07	1043.858
0.38	4.32361e-07	1043.878
0.39	5.97773e-07	1043.878
0.4	8.32829e-07	1043.857
0.41	1.16685e-06	1043.874
0.42	1.6449e-06	1043.876
0.43	2.33568e-06	1043.867
0.44	3.33165e-06	1043.867
0.45	4.78299e-06	1043.874
0.46	6.88685e-06	1043.871
0.47	9.96446e-06	1043.894
0.48	1.44246e-05	1043.876
0.49	2.09609e-05	1043.876
0.5	3.04153e-05	1043.872
0.51	4.40636e-05	1043.88
0.52	6.36578e-05	1043.887
0.53	9.12511e-05	1043.873
0.54	0.000129721	1043.868
0.55	0.000181786	1043.877
0.56	0.000250939	1043.895
0.57	0.000339425	1043.887
0.58	0.000449908	1043.874
0.59	0.000582583	1043.876
0.6	0.000738494	1043.906
0.61	0.00091535	1043.907
0.62	0.00111269	1043.898
0.63	0.00132864	1043.895
0.64	0.00156044	1043.887
0.65	0.00180746	1043.913
0.66	0.00206641	1043.9
0.67	0.00233754	1043.886
0.68	0.00261788	1043.898
0.69	0.00290786	1043.886
0.7	0.00320439	1043.891
0.71	0.00350801	1043.908
0.72	0.00381879	1043.904
0.73	0.004134	1043.893
0.74	0.00445511	1043.885
0.75	0.00477981	1043.902
0.76	0.00510938	1043.898
0.77	0.00544173	1043.904
0.78	0.0057787	1043.905
0.79	0.00611741	1043.894
0.8	0.00646017	1043.913
0.81	0.00680426	1043.915
0.82	0.00715082	1043.918
0.83	0.00750097	1043.904
0.84	0.00785176	1043.921
0.85	0.00820565	1043.9
0.86	0.00856037	1043.909
0.87	0.00891808	1043.927
0.88	0.00927589	1043.921
0.89	0.00963658	1043.903
0.9	0.00999736	1043.914
0.91	0.0103586	1043.919
0.92	0.010723	1043.917
0.93	0.0110876	1043.931
0.94	0.0114546	1043.949
0.95	0.011821	1043.939
0.96	0.0121894	1043.924
0.97	0.0125576	1043.95
0.98	0.012928	1043.937
0.99	0.0132973	1043.925
1.0	0.0136646	1043.938
